,sentiment,content
7973,neutral,home last night long drive slept really well time dino s wasstraat
7974,0,somehow managed sober remember crap felt pre drink
7975,neutral,brittaniethekid get it esplained awhile ago
7976,0,carsxcollide no fell effed arm today back drive
7977,neutral,dart party parentals neighbor livia
7978,neutral,toasted blueberry white chocolate scone breakfast champion
7979,neutral,otw church
7980,0,wendica checked win
7981,0,fast amp furious excellent movie andy great guy time lol
7982,neutral,browsing nd watching barca win da champ league
7983,neutral,sooo spent day sitting home front computer pajama i love day
7984,0,alone home
7985,neutral,rodcub know bound
7986,neutral,want dog cat something want something unconditonally love thats materialistic family memeber
7987,neutral,trisler lol see there
7988,neutral,therotarm first thought too i ve never even watched dragonball
7989,0,sad day redskin release jansen best wish him http twurl nl ueivwi
7990,neutral,http twitpic com fo making treck lafayette batonrouge solo
7991,0,sad greg pritchard didnt make final britain got talent coz soooo deserved
7992,neutral,needless say stay find cache
7993,neutral,jessca iphone soon they re adding auto fill logins type everytime
7994,neutral,got back
7995,neutral,clintird
7996,neutral,at m getting ready work
7997,0,cant believe venus lost real shame smh think im getting sick crap week doesnt look like wknd gona better
7998,0,sophiatam haha yea working chillin eastbay unlike u get summer break boo
7999,neutral,heathershorter wish something toast glass water
8000,neutral,missrachel much
8001,neutral,flat sparkling clean that s team work way pick food
8002,neutral,the rugged man hi vishal
8003,neutral,finished watching he s you loved it
8004,neutral,mcraddictal byeeeee
8005,neutral,desperate go venice beinnale
8006,neutral,alex roy haha actually hook internet
8007,neutral,really good night
8008,0,tired bored watching movie i m home alone
8009,neutral,mayor of twtr beautiful
8010,0,getting back swing still sore surgery tired coffee time
8011,neutral,woke up making breakfast
8012,neutral,favecolourpink too today
8013,0,stay away home since part india dnt hav gud wireless internet im fucked
8014,0,morning everyone sorry going early last night bad news felt totally crap today new day
8015,0,go big plan thanks tonsil
8016,neutral,t bone s gone sleep think we re gonna join
8017,0,bummer missed taylor swift today show plan day
8018,neutral,every element dom child single parent
8019,0,sunny morning big k lawn mow mile run attempt urgh
8020,neutral,shetouchthesky direct quot wanting invest twitter quot question ev biz big cheese
8021,0,hey everyone whats up got another hour half work tell something think wouldnt know this good one
8022,neutral,newamerykah im alllllllllllllllllllllllllllll that nigga woke late didnt get breakfast wakenbake
8023,0,arrested development sad
8024,0,fjgkfld sdh hometown day friend
8025,neutral,peewee napping couch http apps facebook com dogbook profile view
8026,neutral,mbrislane officially moss doesnt work vista unofficially fine
8027,neutral,facebook
8028,neutral,iamdiddy yeah except spur champ like usually are
8029,neutral,trying find profile picture big loving hill marathon mtv
8030,neutral,wanting nap sleep might wake kyle get sooo hungry
8031,neutral,fully understands cat cabin fever holy crap really wanna outside
8032,neutral,nitesofsuburbia that s you
8033,neutral,gmmd bad thought talking today
8034,neutral,plbrickner mind kent best friend going im going miss
8035,0,fearnecotton i m gonna miss show whitby weekend btw love show radio always on ly x
8036,neutral,got nail done n already messed alejandra lt
8037,neutral,cigarette relaxing
8038,neutral,maylouis hiya today
8039,0,feeling rather peckish no dinner least hour wah
8040,neutral,woke shopping today birthday kinda
8041,neutral,found earlier today i m going uncle
8042,neutral,http twitpic com wck jake signing twitter
8043,0,tried swat fly buddhist magazine bad karma
8044,0,head bruised really bad
8045,neutral,church went mall parent got new backpack fit schoolbook laptop
8046,neutral,school right
8047,0,elephantparty ha thanks bryan remind state budget issue actually steve staffer office
8048,neutral,iancantdecide hey ian may din ako maybe we ll see other not cuz diff school tayo hahaha la lang p
8049,0,yankeegirl besides strep like year reason i m tired anything else
8050,neutral,lsbautista thank you needed
8051,neutral,joeterrell cool qik stuff newsroom sometime lol
8052,0,sometimes wish warden
8053,0,take math quiz on friday booo
8054,neutral,moppet hi kate you
8055,neutral,jackalltimelow wish we re coming perth
8056,0,im really sleepy want go bed but upstairs mess know im gonna clean nooooo
8057,0,tearlesspoet hmmm really that s weird idk one sowwy
8058,neutral,kiis fm hey can t seems get ryan s show online what s right then
8059,0,larrybenet per taylor dayne conversation official jealous you
8060,neutral,miss cauzinhoooo already
8061,neutral,mryungkl smh dat whack
8062,0,set chuck bass new york palace hotel bad filming today http twitpic com nht
8063,neutral,traceyhewins good morning
8064,0,went shopping sport tour yesterday garley funny need brunch shower
8065,0,darn it again keep forgetting darn quot d quot dm s
8066,neutral,byronkatie vedanta class saying quot chit happens quot chit mind vibration thought
8067,neutral,fog horn doom great way start morning living next harbour really great
8068,0,eabearce oh work poor boy
8069,neutral,quanvu im good thanks may need advice soon im playing new font
8070,neutral,technicoloring ha except omg amy bb give loaner laptop back today may without one month
8071,neutral,best thing life free x
8072,neutral,lucky luciano jailbreak went great tremendous amount apps ready though winterboard yet
8073,neutral,going sleep now goodnight twitter
8074,neutral,asym love unique accordion thief buff thank you
8075,neutral,kindlebookclub pea plant
8076,neutral,mimisaurusrex know want left home weekend
8077,neutral,andyclemmensen whens sway sway winner announced
8078,neutral,hmm go make time machine go forward god im genius oh yeh dont too x
8079,neutral,used spare usb flash drive virtual ram pc got gb memory
8080,neutral,got home audition awhile ago think went pretty well math homework calling name
8081,neutral,angela griffin spent yesterday nursing one those replace vodka wine japanese posh dinner
8082,neutral,justin roe oh well i ve never seen anything i m gonna say anything
8083,neutral,first po
8084,neutral,watching neighbour
8085,0,guy stupid idea good girl actually care them so sad
8086,neutral,luluberry ohh that s awesome probably coulda gotten gifted ticket outta foil queen lol
8087,neutral,seeeeeeeeed tengo sed
8088,neutral,goodnight
8089,0,today weigh in lost pound week o depressing
8090,neutral,afternoon everybody
8091,neutral,therealchloe np you x
8092,0,maxicatimus mile i m essex give plenty warning arrive time get least one free beer
8093,neutral,oooh sunshine patch sunshine gone time leave work replaced rain vent
8094,neutral,tshein iphone
8095,neutral,quesmoney bonehi night boyssss
8096,0,heavenlykevinly go sleeeeeeepz
8097,0,lost follower oh well probably one mute one anyway
8098,0,http twitpic com fq making sad
8099,0,sink hospital toilet low crotch grey suit spattered water time physio
8100,neutral,faithjuliana where u magazine
8101,neutral,fyi also turkish star war rip http bit ly aesnk
8102,0,sad duck day
8103,0,bluecat absolutely tru the horror still wash ovr sometimes think abt actual last day gd memory go
8104,neutral,need twitter friend i m checking far often find nothing new
8105,neutral,piece possibly beachwood bit
8106,0,codelust prolificd caught lunch today correct stalking
8107,neutral,twittess jï¿½ passo link
8108,0,neeeeeeeed music suggestion one give
8109,0,hard keep everything there s whole coldplaying twitter facebook talk real life impossible
8110,0,pretty good kind depressing though
8111,neutral,larrioux aha mom super power guilt
8112,0,need stop sick
8113,neutral,jareason legit legit cruise
8114,neutral,ellapaigebabe nothing really sooo bored xx
8115,neutral,nhuhieuma ava nï¿½y c ng ch cï¿½ mï¿½u nh gk thui hem sao em c h i cï¿½n nhï¿½u m
8116,neutral,amor tell think pride prejudice zombie hyped sugar
8117,neutral,rnbguru bummer mean unless youtube rip know how can t it
8118,0,burfday i m alone
8119,0,arikhanson shoot voted somehow looked boo hiss forgive great weekend arik
8120,neutral,sianz lemon i d favour hand grenade pin removed cockney shite produce
8121,neutral,hey i ve updated twitter
8122,neutral,rdmagnum guess ill drive back nine hour
8123,neutral,chillin durban playing new puppy name yet present uncle
8124,neutral,mrlowesadvice time tell
8125,0,alinachka anyway could forgive me
8126,neutral,free unlimited ringtones http tinyurl com freeringring usa awesome iphone
8127,0,jayresc n u can t change profile backgroud neither
8128,neutral,taylor d no not
8129,neutral,contemplating hand lovely car
8130,neutral,court
8131,neutral,denharsh i m afraid im def product nri karan johar generation i ve watching lot classic semester
8132,neutral,mrseb mimiron hardmode
8133,neutral,phoebealice x listening earlier day planning something friend said that
8134,0,beyonce help day i m starting get sick
8135,0,i m bored barely even tweet nothing talk about boredboots
8136,neutral,jalanii awwww wat gonna buy something pretty nvm
8137,0,dream crushed spock like lady
8138,neutral,jeffreecuntstar they re getting back together one album heard
8139,neutral,doctor finished
8140,0,working diffusing irritation traffic sure helping mother f always real bad day th help plan stuff
8141,neutral,shablack give snap how s work going
8142,0,sitting computer eating grape hailing outside o miss summer
8143,neutral,yawn hotel moving tomorrow
8144,0,saddest movie i ve ever seen
8145,0,turn get go see decemberists
8146,0,wat stressful week jus hope everything fall place me
8147,neutral,wish company
8148,0,i m surrounded negativity good thing fly guy give hope something better thank u jesus
8149,neutral,praxilla rock guy s world night make pancake next morning
8150,neutral,nicolemissnikki hi lady sorry delayed response appreciate luv will t o month hows everything going you
8151,neutral,mohdrafie there thing
8152,neutral,everything spinning
8153,neutral,mouthygirl domina sun girl think fit better
8154,0,chaletlaforet shit awful could believe first sad
8155,neutral,cashcapone cash u kno i m hater jus upset update yet
8156,neutral,clocked possibly last time northview middle school
8157,0,faizis wish kiau go cat heaven too meet seuss
8158,0,sparklethots love birdy nest though already got u another kind
8159,neutral,markbilly unlucky day without you hope see wednesday though right x
8160,neutral,euangriffin why
8161,neutral,day like today would wear short tshirt i m dhq office wear
8162,0,parboo lol birmingham st love time move on good morning
8163,0,brittanytastic aww that s horrible xd
8164,0,momofcande miss
8165,neutral,hmm might try tomorrow http bit ly urac
8166,neutral,leekingx cnn subscription google reader help repost
8167,neutral,esmeeworld thanks
8168,0,farewelling employee tonight
8169,neutral,flawless much no unless one pillow end suffocating one sleeping next you
8170,neutral,thanks following deee earl
8171,neutral,ledoug actually planning working wth ala meeting kaiboshed plan
8172,neutral,got degree b
8173,neutral,im stats i m bored tireed
8174,0,amalah jealous supposed go see seattle friend summer bail work
8175,neutral,looking moon thinking
8176,0,sad see deb two day
8177,neutral,brianwierman yay give lesson tomorrow church
8178,neutral,bear beet and shit never mind sg take out wasabi vodka ginger ale lime
8179,neutral,think bicycle freaked custodian let building let key
8180,neutral,leaving wildwood tomorrow luke say back soon
8181,0,stupid folkestone cinema showing star trek time damn
8182,0,ingek i m blip can t get work iphone
8183,neutral,work afternoon
8184,neutral,liambrazier ever seem listen dirty day cd s still greg s parent
8185,0,working still sick
8186,neutral,twinklette hope feel better soon little magic girl
8187,neutral,melancthe depends many itty bitty kitty want sit lap
8188,0,guilty awww that s him nice attempt hiding camera
8189,0,headache
8190,neutral,revise
8191,neutral,lowkey tired yet still energetic
8192,neutral,hindupez maybe jd help know though ask
8193,neutral,still newbie twitter
8194,neutral,picalili here xxx
8195,0,lancearmstrong chance seeing race germany unfortunately hardly tv amp news coverage cycling anymore
8196,0,arm making want cry also shot made sick
8197,neutral,sethhs haha mate btw seen film called american history x starring edward norton
8198,neutral,nicoleburgers i m getting assignment done
8199,neutral,waiting car wash see say amara
8200,neutral,freakin hot humid today
8201,neutral,handiquilterbg even dozen thanks reminding me quilt make lol
8202,neutral,mitchelmusso omg can t call england suck please say hi here mean soo much d
8203,neutral,work
8204,neutral,morning school ickkk
8205,neutral,watching wizard waverly place
8206,0,sinse dis thing not reply message nuffin pshh care i know im special x
8207,neutral,learning use twitter
8208,neutral,jerryswifey thanks
8209,neutral,would contest chickened
8210,neutral,would like hug kiss eric long distance really really stink
8211,0,got early pay bill figured like bandaid get quickly bad wrong
8212,0,empitome epic fail know epic fail
8213,neutral,spiderdj minute late think thought got lost knew going yeah right lol
8214,0,ayebloodyright mean moz i m workin baker later pub
8215,neutral,listening del barrio record release think cmyk music competition minimal techno madrid land
8216,neutral,crazy leg peepin nina park pool hahaha like graf writer b boy sorry
8217,neutral,fry plus greentea mmm http tweet sg
8218,neutral,drsketchyphilly ala moving like i m moving too actual moving ugh wish could go too
8219,neutral,conniegreen powerblog powerblog challenge keep talking about i m newbie follower
8220,neutral,chilling casa
8221,neutral,tchetelat much tweetie jive me looked tweetie can t use either now iphone
8222,neutral,iamjonathancook old jonathan jr i ve got four cockatiel they re two year
8223,0,daysofbigwheels wish could see first hand
8224,0,stevechaiguy steve chai sound awesome wish one now i m stuck with idon tknowwhatdamnbrandcoffeethisis
8225,0,awoke completely freaked frantic frenzy going long night
8226,0,got people let skip sci pratical becos skola impt cannot waste parent money nt fair
8227,neutral,watching et today lt supposed clip new moon hating drag hell
8228,neutral,hmmm go sleep saturday work watch episode one tree hill one tree hill think
8229,0,just cal work or hehe mind gutter i m sittin doin student loan thing
8230,neutral,d bag stole catfairbanks bike
8231,neutral,marginatasnaily brandystrippers new look sold thres nice one george topshop also sold out xx
8232,0,wanted greg pritchard go silly sobby hopelessly dull little girl hollie steel is
8233,neutral,tldn thanks want continue improve process benefit customer thing like take time
8234,0,back hurt heating pad it stupid ladder collapse make fall back bum
8235,0,watched favorite movie quot a walk remember quot romantic sad love
8236,neutral,sunnyjamiel sunny i m workin it much progress let know
8237,0,ahh man getting ready work wanna sleep
8238,neutral,wkjthd thanks following
8239,neutral,sammyclaire whole season behind u
8240,0,kyle newman called sold out bummer next time
8241,neutral,ivanaf right am ugghhh
8242,neutral,humanabstract anything
8243,neutral,forecast sf friday may degree
8244,0,deniserd yo wake as go work go get paper u aint sick dont lie
8245,neutral,mmitchelldaviss http twitpic com uh leon look supa fly mini couch
8246,neutral,blodstaned know mom going monday get changed i m upset
8247,neutral,iusedtobescaredof girl year school
8248,neutral,haha ashley tisdale
8249,0,sandyvanessa awwh im sorry much longer
8250,neutral,funmsdrebirth i ll back soon
8251,neutral,gud nite all will catch tomorrow
8252,neutral,alright brainerdbaptist let s
8253,0,want hang beth tenaya hubby tonight but jon want hang people
8254,neutral,thunderror includes chota chota stuff released reflexie arcade too
8255,neutral,whitbull different normal how
8256,neutral,http twitpic com iwx jerrykontur rvitek carolwingert weidling joereist thx k capacity bought second hand
8257,neutral,morning everyone
8258,0,i m headed home sea world closed early
8259,0,going thursday terrible idea knew reason done quarter pop advil
8260,neutral,danishctc checked commented
8261,neutral,thanks claudiamagic http blip fm zn
8262,neutral,pacomontoya everything
8263,0,danielleg hahaha super late thank you
8264,0,ultimatum ultimatum matter dress up suck
8265,neutral,adsense exchange rate inr
8266,0,traffic lame matter hard try can t get anywhere time movie yay
8267,0,saw dead bird way work what kind day start poor little bird
8268,neutral,kerronclement good flight
8269,0,sucky day far hope get better
8270,0,tuaw case one gave head up at amp t put iphone app account management mywireless i d love see review
8271,neutral,now ilycecily lt
8272,0,dcal meaning email month pre reunion party must coming soon really wish could there gt char soon
8273,neutral,edial theineke
8274,neutral,deniserd lol u better hurry cause as running late whats breakfast
8275,0,nicsey snap know feeling well
8276,0,greggrunberg showin love ya i m really gonna miss greg beeman s directing next season ya ll s commentary r funny
8277,0,mitchelmusso im sad cant go make sad
8278,0,reyt fancy valentinos worst time considering can t
8279,0,want whole day hurry up
8280,neutral,speed ofsound oooooooooook xd que aproveche la cancion esta genial
8281,neutral,daveg yeah work today never mind one day sun sun sun
8282,neutral,rahsheen alright i ll let slide one
8283,neutral,cook wanna measure dick daddy size
8284,neutral,oxygen bored talking someone they re busy something else kinda bummer idk
8285,neutral,malena music aah stopped getting update home page saddd im guna re follow it worked tswift
8286,0,chasesanders see cry lol
8287,0,im slowing tweet cuase lost phone
8288,neutral,adobe effect m sql server nice would nicer sleep
8289,neutral,princesspdexter ohhh regal man cat blocked
8290,neutral,revising exam
8291,neutral,jraseanj aww wish sun here get tan walk out go meee go meeee
8292,neutral,imagelimited http buma ro temporary address working either m must done something domain
8293,neutral,quot family bird word quot lt family guy
8294,neutral,adam morgannnn jumbo slice
8295,0,buddytv found giveaway wish would known sooner happens unclaimed city
8296,neutral,freya good night
8297,neutral,nacho tudor think
8298,0,another week start
8299,neutral,freckleface trying can t place it sorry
8300,neutral,gudluck sickamore richhil
8301,neutral,bennsu dj diva know know lol one song stop track dancefloor can t lol
8302,neutral,theharvardian know like said idea long take investigate stuff
8303,0,everything going wrong quot happy day quot
8304,neutral,scottysingo agree
8305,neutral,dinner buffalo burger provolone cheese melted top beefsteak tomato spinach divine pic facebook come
8306,neutral,almost lunch time
8307,neutral,quot mamma bore me quot hat e mir echt angetan lï¿½sst grï¿½ï¿½en
8308,0,sharkattack wish quot i like quot option like fb thing like
8309,neutral,jimmylala i d rather find experience but story
8310,neutral,going see long for
8311,neutral,watching final episode e r goon subo win britians got talent
8312,0,sashaboucher omg know ruin weekend suree want too
8313,0,kattekrab tango icon revision
8314,0,international student today sooo much fun sixflags friend know well enough
8315,neutral,june gloom seems arrived early
8316,0,rossmcw happy birthday let u know get old boy
8317,neutral,read quot the picture dorian gray quot oscar wilde on english easy try make
8318,0,soo sad mcmcbuddy think look like could little rainbow like burrito ok burrito
8319,0,abbey marie stick kidd you ll alright there s whole sketchy world waiting taken advantage
8320,0,can t chat mitchelmusso since go school http tinyurl com mfdz
8321,neutral,dpbrown old blue g slow code nowadays laptop i ve borrowed work let lounge browse
8322,neutral,ups ketauan cabut sama gemamalove chikachilo nih
8323,neutral,bkmacdaddy single one day beat lol would say ur creative bright fun ur avatar warmth depth ff
8324,neutral,cynthia cant sleep
8325,0,deevazquez lol offering case guiness one her buy two i ll stay let s start bidding war
8326,neutral,getgood missed carrot cake last night hope fun wxwm
8327,neutral,kingofthelab i m sleeping wooden couch tonight
8328,0,cant find key
8329,neutral,saw james carville store today head really bald
8330,neutral,hezmcfly eww r u atm
8331,neutral,going home meeting today
8332,0,fuuuuuuuudgeee burned finger oil hurt
8333,neutral,lt training today ehhh hard tall hard wa feel good sunday race day again raining lost mud
8334,0,really stop relying family say going get lunch
8335,neutral,beautiful http www theskinsociety com
8336,neutral,drnic welcome dk jaoo
8337,neutral,jonasbrother nj oh i m joined twitter day ago
8338,0,mickster rub in
8339,neutral,spoke culture racker castle time awesome mexican food drinking antibiotic
8340,neutral,waiting
8341,0,frazzel let download co said i m uk little cry
8342,0,sunburn hurt
8343,0,shrunk favourite cardigan hubby said he d buy new one practically lived gone shall say word
8344,0,idk im hyper im jumping everyhere ugh let let friday sweeney todd cinco de mayo il party
8345,neutral,girl night
8346,0,sweet pea darn think journey like really
8347,neutral,shower day
8348,neutral,giggle xo wicked time leaving come cant stay night
8349,neutral,taylorgotbeats lol catch u
8350,neutral,k lady gent time u go ni ni trishy tweet lata peace
8351,0,today i m lonley girl guitar
8352,0,http twitpic com wb gotta show monday hopefully head better then
8353,neutral,http twitpic com wukz covershots kelana jaya carter amp nicole s wedding
8354,neutral,sabi ko nga lighting hazardous health got shoe thanks love
8355,0,jpadamson wait red could age know mean though really looking new job
8356,neutral,mathewhulbert there s question character one history s great unanswered if s would say
8357,0,awww lil girl bgt said didnt time soo sad huggin
8358,0,loving new skype especially someone like life half world away home
8359,neutral,quick hello goodbye amp enjoy party tired uk blogger unfortunately need sleep beatwittyparty
8360,0,aw zach feeling well hope get better babysitting canceled
8361,0,booo meanie victoria teasing piece cheese http twitpic com rt
8362,neutral,mediocrefilms yes sound like distinct advantage fortunately enjoy female
8363,neutral,tried whore twitter ffaf lj dy everytime try
8364,0,eddieishere walk street london town no field
8365,neutral,marciechapa im back twitter
8366,0,going sleep
8367,neutral,got paint hair
8368,neutral,wordsaftersex goodbye innocence
8369,0,shit back home tallcree rez cant see boyfriend
8370,neutral,week staying grandmother i m home lopatcong start new book tonight http twitpic com w
8371,neutral,crusaderzlife long hun head hurt
8372,neutral,meant say created profile twitter lol begin twittering today thanx showed jay bday bash
8373,0,dublinsdave too euro
8374,neutral,tell dog like amp iï¿½ll tell entrepreneur http is gd wjej new blog post
8375,0,luvinmesomed that s march it came sooo slow then heartbeat
8376,neutral,excited people reservation morning damn lovin halo right sure
8377,neutral,scrapbook either here
8378,0,busy already
8379,neutral,siftedbit i m saving three burner weber next year
8380,neutral,malikafaye cool sound luv quot drama quot quot love game quot work ur myspace wish good luck xoxo spain
8381,0,tommcfly sweet england becoming lamer lamer since guy left
8382,0,ashleypeaces left sad waiting mom come home want papa john dinner
8383,0,im slowly losing follower one one
8384,neutral,kirstyyl yes worn jean age
8385,0,apstylebook know need thing life constant
8386,neutral,janole oh cool alpha coming out auto connect feature wanted request
8387,0,knightonline booooo least give u mantanence for we ve waited long hint clue full detail pls
8388,0,clear intellectually severing relationship best yet heart seems b complete disagreement hurt much
8389,neutral,richardbsmith glad liked quote integrity one productive moment
8390,neutral,asheypooh aaahh know spose take dad airport next weeek fasho
8391,neutral,quindas right trip
8392,0,brianlehrer one day want listen live stream enjoy podcast time
8393,neutral,itsleish wish people would notice
8394,0,buzzup would want clone unboxed new quot imac last night beautiful bad mine
8395,0,first day work im excited lay place everything is well job
8396,neutral,cant change profile picture facebook
8397,neutral,welcome maxshrem since seems interested cheese hardly suggest follow surbir
8398,neutral,mikebthatsme ugggh idk wanna stop getting text twitterr ilse
8399,neutral,fishcraik yes common thing remember promised nic stress online clearly kept
8400,neutral,whiteblouse hiya late bird
8401,neutral,dingo case got new one last week i m thrilled mine
8402,neutral,may th you happy star war day
8403,0,ughhh third bottle foundation i ve broken
8404,neutral,piginthepoke sound like plan
8405,0,drinking really nice coffee got go dentist am morning
8406,neutral,sonic tweettttt
8407,0,poor greg stupid uk always sympathy vote xo
8408,neutral,sport day charlotte
8409,neutral,working hop city gotta miss baseball
8410,neutral,smosh creepy lolipop guy play head esploder
8411,0,argh noo missed killer wossy suck missed brandon total failure anyone know repeated must investigate
8412,neutral,roxylove hope fun tonight
8413,0,mitchelmusso wish could call live uk cash call
8414,0,im joining twitter lol
8415,neutral,can t believe many people think great passed quiz quot how blond you quot facebook blond
8416,0,ok day jo bit bruised
8417,neutral,home til pm tonight
8418,neutral,lorettak except move am am
8419,0,busy day time tweet bmore what s happening weekend
8420,neutral,game who want it u already know league want
8421,0,hell going on last night morning sucked moving tonight
8422,neutral,abacab i m sure part replying to lol bb start soon
8423,0,want ride bicycle today cold cloudy today http snipurl com izzsn
8424,neutral,pjaficionado almost said quot and grammer exist either quot grunt stopped
8425,0,amymonzon booooo senior yearbook suck thanks memory bh
8426,neutral,good morning am plan day nope nothing interesting
8427,neutral,mr amp heated
8428,neutral,watching saturday night live justin timberlake host
8429,neutral,get going lol least didnt get hope
8430,0,idk cant shit
8431,0,kno i m behind time one learned troy quot t bag quot dixon died back dec th rip troy
8432,neutral,thehyra u beat urself lot stop please it like nike lol
8433,neutral,got super cold
8434,0,headache killing yet need cover boring police event
8435,neutral,twilight sm know two category website i m trying remove one can t
8436,0,gutted vodafone wont repair faulty samsung omnia due non existent water damage grrrrr
8437,neutral,rolliepollie ate hot food
8438,neutral,laying bed texting good night ya ll
8439,neutral,adrianna perhaps minday morning
8440,0,hyped e wish could go
8441,neutral,cor awe thx much neither need b sick friday u prayer request
8442,0,missed britain got talent gutted
8443,neutral,dominicalevina hi uploaded completely new chinese lesson www youtube com chineselearn please feel free watch enjoy
8444,neutral,newjourney hey u feeling know charla hit see place go too young fun
8445,neutral,noopdoggnatasha fanbase code word something special anoop personal and special
8446,neutral,tcheella hahaha u use phone everywhere use wi fi
8447,neutral,thanks invite though
8448,0,drmenlo sorry mr grey menlo
8449,0,could live mediterranean food rest life miss home
8450,0,simple nice dinner exist world
8451,neutral,spryken ah i m sorry played game psp friend tonight returned ago
8452,neutral,nickman timberlake sorry late cap hate lol
8453,neutral,sweetames jasper clip first quot favorite quot twitter message
8454,0,mpvt another david hughes list i m hurt davidahughes ftw
8455,0,wanting go out apparently one available
8456,neutral,sweet dream everyone utterly exhausted nite nite
8457,neutral,starting tm alex whole week going spending money dont have
8458,0,thirty minute turned three hour oops
8459,neutral,twitter born feb today point time may pm gmt tweet including one
8460,neutral,looking forward revision session cassio park cafe nero depending weather mikey montana x
8461,0,dinob ask mark still old blink sense humor miss
8462,0,stupid twitter i m faceless
8463,neutral,brandiheyy hey whoa really you anyways feel living miley must strange twitter back ox
8464,neutral,a m i m home night pub
8465,neutral,look deceiving
8466,neutral,re so finally finished catching blog mention wedding detail tell point http disq u w
8467,0,tree lined avenue begin fade view drowning past regret tea cigarette but cant seem forget when came along
8468,0,i m bummed retrorewind contest state hawaii
8469,neutral,grilled dinner last night senior s final kairos dinner steak spicy mango sausage hot wing grilled vegi corn
8470,neutral,loic loic need build scheduler let u post sleep
8471,neutral,shutterbetty could get jamesbeston honour
8472,0,happy grey s day everyone oh miss grey s
8473,neutral,katiealender ooh two book buy
8474,neutral,milton keynes leaving tomorrow
8475,neutral,csi printchick thx sharen luv
8476,neutral,good morning twitts another gloomy day nyc
8477,neutral,sosolidk peanut o cute name lol get another turtle call jelly p get pet i ll call cabbage xd lolol
8478,neutral,t dahsar thanxs hun too
8479,neutral,happy mother day
8480,0,superrzaaap forgot yardsale event ooh pity
8481,neutral,well go work
8482,neutral,international version stand http tiny cc pavyi playingforchange com
8483,0,fall asleep know feel lol drag hell tonight quite excited
8484,0,damn miss bf
8485,neutral,noticed new sidebar twitter com look nice
8486,neutral,ladyfarrahgiano how s baby fever
8487,neutral,thedinnerlady could never one child look happened nina zavaroni sp brooke shield drew barrymore
8488,neutral,gut say replace appliance instead repair want smart try repair replace right choice
8489,neutral,ate many kiss
8490,neutral,terry allison catch later terry
8491,0,moving back home today pro obnoxiously closer thom con mpls run excursion least year
8492,neutral,st day master cleanse wish luck
8493,neutral,back again almost last haul wagner s casa bend http shz me ke
8494,neutral,teresahonoursmc goodmorning night too sleep well
8495,neutral,adamaxon bloody free kick min second sooooooo close going in if
8496,0,chevelleluv p s sorry ur uncle
8497,0,awww daddy got car accident pray him he s shook n lil
8498,neutral,davidgillespie beatles scouser funny haircut talent banana split
8499,neutral,left base loaded
8500,0,the sandman grave wound hursty samvoaden miss guy much xx
8501,neutral,nmarshall
8502,0,xoshayzers knoww thing samee lt
8503,neutral,iceweasel im eating slider barjohnnys theyre pork tho beef still search
8504,neutral,morning sun shining bird singing time cuppa garden reading tweet http twitpic com wsr
8505,neutral,kerryetches yep open sunday hour tho
8506,neutral,computer geek entertaining think
8507,neutral,backyardpoultry good morning too hope better weather today
8508,0,fml today suck hope dance bring soul up pray im still sad i hateee todayyyyyy gt
8509,0,still lose follower people hate me world hate maybe read more http is gd jgi
8510,0,hot thermometer showing c moment
8511,0,i m poorly can t sleep
8512,neutral,went saw fighting last night best friend great channing tatum amazing
8513,neutral,signing folk might back later
8514,0,feeling bit lonely
8515,neutral,grove watched star trek grabbing food
8516,neutral,howdyyy
8517,0,bigzflygerian sorry i m impressed slightest b c u eat pussy more like saddened confused
8518,neutral,sftw amp pot tea
8519,neutral,damn i m pas update haha tweet tweet tweet
8520,neutral,dantichos baby help math
8521,0,hard time loving people christ did today people picking stuff work dumb annoying
8522,0,jodywhitesides sorry missed it
8523,0,spookyjenb diverskynsea stop it makin sad
8524,neutral,cookie crumbles best art attack thanks d follow
8525,neutral,rayvinhsu welcome win sure like new o issue feel free ask
8526,neutral,krrrrsty didnt know solo game tonight watched game together maybe next time
8527,0,kurtismarsh far go unless prize million know win
8528,neutral,bosskhouston im bloggin right now will later
8529,0,saranw thank you know happy sad all time know that got quot the right stuff quot
8530,0,nippysweety thanks much ff nippysweety one today
8531,0,finished mtml assignment like all feel like missed lotsa point word limit hmmpph
8532,neutral,uploading photo cell nothin like true candid ness
8533,0,bout get ready work ugh hate workin friday
8534,neutral,jelnora nothing like alone time handheld device
8535,neutral,enjoymore cave espresso machine
8536,0,mattyp damp weather
8537,0,arrested hotel
8538,neutral,sunvitd like new profile pic cute
8539,neutral,watching john edward cross country
8540,neutral,grungeheart hey there day
8541,neutral,confused twitter everyone twitter follow me
8542,neutral,afm haha phew i ve never said
8543,neutral,alliworthington hi m fussy wave
8544,neutral,ii back homee boredd chillinq w qrandma ï¿½ ily granny
8545,neutral,exact moment decided point life going adopt child
8546,neutral,brb would prefer monday
8547,0,feelin hot
8548,0,big si moved day gna b weird without her x
8549,neutral,watching jurassic park havent seen movie year
8550,0,bitter sweet moment want leave nothing go home to
8551,neutral,run hinckley half marathon finger crossed lt hm time
8552,neutral,chelsea playboy r i p curl
8553,0,dragonblogger pleasure really enjoy random word poetry disappointed miss participating
8554,0,renagades great day rain keep may go swimming instead dining
8555,0,looking forward driving storm
8556,neutral,marabg ok wild one imagine one
